aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,531",18,7,2012, , ,22.17,6,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,186",20,7,2012, , ,22.17,8,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,186",21,7,2012, , ,22.17,7,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"14,500",21,7,2012, , ,22.17,6,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,700",14,7,2012, , ,22.17,11,62-2,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"69,500",20,7,2012, , ,112.54,27,76,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"46,950",30,7,2012, , ,84.92,6,82,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"21,500",23,7,2012, , ,28.8,2,328-17,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,000",22,7,2012, , ,59.92,6,2-1,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"69,000",21,7,2012, , ,94.51,7,9,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"23,000",16,7,2012, , ,50.41,11,30-6,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,300",4,7,2012, , ,54.7,5,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"48,450",2,7,2012, , ,84.92,18,82,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"26,000",18,7,2012, , ,54.7,9,702,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"26,000",2,7,2012, , ,50.31,14,30-6,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"17,033",9,7,2012, , ,21.94,6,62-2,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"72,000",19,7,2012, , ,83.26,13,85,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,531",2,7,2012, , ,22.17,14,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,000",16,7,2012, , ,22.17,8,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,700",19,7,2012, , ,22.17,11,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"14,900",30,7,2012, , ,22.17,7,62-2,1,N, 
 ,리치캐슬아파트,11110-128,0033,0085,2003, , , ,"30,000",16,7,2012, , ,71.31,2,33-85,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"48,000",11,7,2012, , ,94.86,7,237,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"52,000",2,7,2012, , ,84.95,7,76,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"53,000",20,7,2012, , ,138.66,5,254,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"11,000",14,7,2012, , ,30.46,12,595,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"19,600",3,7,2012, , ,45.5,5,55,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"47,100",25,7,2012, , ,84.9,15,232,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,531",19,7,2012, , ,22.17,15,62-2,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"23,000",23,7,2012, , ,48.54,5,55,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"17,033",12,7,2012, , ,21.94,5,62-2,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,531",11,7,2012, , ,22.17,15,62-2,1,N, 
 ,렉스팰리스,11110-2071,0095,0001,2005, , , ,"40,000",16,7,2012, , ,151.62,-1,95-1,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"22,800",6,7,2012, , ,46.64,5,55,1,N, 
 ,렉스팰리스,11110-2071,0095,0001,2005, , , ,"53,300",5,7,2012, , ,151.62,2,95-1,1,N, 
 ,별빛고운,11110-2132,0235,0002,2006, , , ,"31,000",4,7,2012, , ,100.69,2,235-2,1,N, 
 ,무악다온채,11110-2301,0066,0001,2011, , , ,"40,000",2,7,2012, , ,84.82,6,66-1,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"136,276",24,8,2012, , ,200.331,2,108,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"100,000",28,8,2012, , ,157.289,8,60,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"41,000",16,8,2012, , ,84.5,7,23-816,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"30,000",17,8,2012, , ,79.87,11,702,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"87,500",11,8,2012, , ,152.06,5,45,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"14,400",7,8,2012, , ,22.17,6,62-2,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,000",23,8,2012, , ,54.7,8,702,1,N, 
 ,그린,11110-41,0023,0326,2002, , , ,"16,100",16,8,2012, , ,45.27,3,23-326,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"25,500",18,8,2012, , ,48.54,8,55,1,N, 
 ,부암스카이뷰,11110-150,0218,0001,2004, , , ,"31,500",23,8,2012, , ,81,5,218-1,1,N, 
 ,하림빌라트,11110-131,0473,0000,1998, , , ,"18,000",14,8,2012, , ,47.63,1,473,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"125,000",2,8,2012, , ,159.01,10,9,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"52,000",1,8,2012, , ,84.858,12,60,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"50,000",3,8,2012, , ,106.81,11,48-2,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"32,890",9,9,2012, , ,60,8,82,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"23,200",12,9,2012, , ,59.55,8,601-5,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"35,700",19,9,2012, , ,59.92,2,2-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"29,500",26,9,2012, , ,79.87,12,703,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"147,560",10,9,2012, , ,200.331,5,108,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"91,400",10,9,2012, , ,144.52,1,9-1,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"23,000",11,9,2012, , ,48.54,2,55,1,N, 
 ,세종,11110-13,0100,0000,1983, , , ,"50,000",6,9,2012, , ,104.73,2,100,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"30,000",12,9,2012, , ,59.97,9,596,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"14,000",22,9,2012, , ,22.17,5,62-2,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"114,500",28,9,2012, , ,130.98,18,85,1,N, 
 ,동대문맨션,11110-31,0578,0005,1973, , , ,"25,000",24,9,2012, , ,74.38,7,578-5,1,N, 
 ,동대문,11110-30,0328,0017,1966, , , ,"19,000",12,9,2012, , ,28.8,5,328-17,1,N, 
 ,MID그린(2동),11110-153,0601,0001,2002, , , ,"23,000",13,9,2012, , ,59.26,5,601-1,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"44,000",10,9,2012, , ,84.64,16,48-2,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"26,000",1,9,2012, , ,64.66,11,703,1,N, 
 ,경희궁의아침4단지,11110-117,0073,0000,2004, , , ,"101,000",6,9,2012, , ,124.17,6,73,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"42,000",15,9,2012, , ,84.96,2,236,1,N, 
 ,리치캐슬아파트,11110-128,0033,0085,2003, , , ,"30,500",7,9,2012, , ,75.6,1,33-85,1,N, 
 ,르트랑시망,11110-2211,0102,0000,2008, , , ,"60,000",3,9,2012, , ,135.17,2,102,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"163,666",23,10,2012, , ,244.937,4,108,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"145,000",26,10,2012, , ,215.052,4,108,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"137,000",16,10,2012, , ,215.052,3,108,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"95,000",18,10,2012, , ,146.92,6,9,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"29,000",29,10,2012, , ,59.82,3,145-5,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"47,500",10,10,2012, , ,84.9,23,232,1,N, 
 ,동아,11110-51,0101,0000,1995, , , ,"30,000",11,10,2012, , ,59.98,8,101,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"164,000",11,10,2012, , ,163.33,11,9-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"31,500",30,10,2012, , ,79.87,13,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"59,845",22,10,2012, , ,114.9,14,82,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"35,000",11,10,2012, , ,76.86,8,23,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"46,000",24,10,2012, , ,84.92,7,2-1,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"78,000",23,10,2012, , ,114.931,11,60,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"28,000",17,10,2012, , ,59.97,12,596,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"78,500",17,10,2012, , ,94.51,10,9,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"38,000",8,10,2012, , ,84.87,10,23-76,1,N, 
 ,MID그린(4동),11110-97,0601,0005,2002, , , ,"23,000",5,10,2012, , ,59.55,3,601-5,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"49,990",14,10,2012, , ,84.92,10,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"30,800",2,10,2012, , ,59.95,3,232,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"31,800",9,10,2012, , ,39.67,9,85,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"10,000",5,10,2012, , ,45.5,3,55,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"63,000",19,10,2012, , ,112.54,8,76,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"69,500",5,10,2012, , ,97.61,8,9,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"25,500",9,10,2012, , ,59.97,2,596,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"24,000",17,10,2012, , ,54.7,3,702,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"138,500",19,10,2012, , ,190.743,5,108,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"28,000",23,10,2012, , ,59.82,5,145-5,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,500",3,10,2012, , ,64.66,9,703,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"50,000",8,10,2012, , ,84.858,3,60,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"23,500",15,10,2012, , ,48.54,6,55,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"34,500",22,10,2012, , ,59.92,7,2-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"54,800",9,10,2012, , ,84.95,9,76,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"141,576",19,11,2012, , ,215.052,2,108,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"14,000",22,11,2012, , ,22.17,5,62-2,1,N, 
 ,도시그린빌라트18차,11110-1465,0820,0001,1997, , , ,"20,300",20,11,2012, , ,59.76,5,820-1,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"53,000",20,11,2012, , ,84.9,13,4,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"151,000",29,11,2012, , ,244.937,3,108,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"50,200",20,11,2012, , ,84.95,20,76,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"42,100",8,11,2012, , ,84.92,1,82,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"155,829",30,11,2012, , ,238.858,4,108,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"50,000",27,11,2012, , ,84.98,12,48-2,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"56,000",23,11,2012, , ,84.9,14,4,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"163,666",6,11,2012, , ,244.937,4,108,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"162,000",6,11,2012, , ,238.858,3,108,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"138,000",6,11,2012, , ,215.146,7,108,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"57,000",11,11,2012, , ,84.858,8,60,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"37,300",28,11,2012, , ,59.95,8,232,1,N, 
 ,건양하늘터,11110-2128,0023,0000,2006, , , ,"41,000",22,11,2012, , ,82.63,3,23,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"38,900",2,11,2012, , ,59.9426,2,766,1,N, 
 ,킹스매너,11110-118,0110,0015,2004, , , ,"89,700",29,11,2012, , ,201.82,2,110-15,1,N, 
 ,흥인,11110-40,0627,0021,1997, , , ,"19,000",17,11,2012, , ,58.23,4,627-21,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"34,490",17,11,2012, , ,60,12,82,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"53,700",1,11,2012, , ,84.9478,13,766,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"57,000",5,11,2012, , ,108.95,9,254,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"41,500",21,11,2012, , ,84.64,10,48-2,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"48,000",3,11,2012, , ,84.9,1,4,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"62,500",23,11,2012, , ,114.931,5,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,490",17,11,2012, , ,84.92,18,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"62,000",22,11,2012, , ,84.858,14,60,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"37,700",1,11,2012, , ,59.9426,11,766,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"38,000",9,11,2012, , ,84.93,8,596,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"42,000",1,11,2012, , ,84.7,18,48-2,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"22,500",16,11,2012, , ,54.7,9,702,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"73,000",13,11,2012, , ,186.9,1,45,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,200",14,11,2012, , ,54.7,13,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"28,800",9,11,2012, , ,79.87,4,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"23,000",8,11,2012, , ,64.66,8,703,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"100,000",8,11,2012, , ,150.48,3,72,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"30,000",9,11,2012, , ,36.86,9,85,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"46,000",8,11,2012, , ,87.27,4,72,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"11,700",6,11,2012, , ,32.56,13,595,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"34,200",3,11,2012, , ,79.87,7,702,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"142,608",3,12,2012, , ,244.937,2,108,1,N, 
 ,숭인모범102동,11110-138,0569,0005,2000, , , ,"18,000",31,12,2012, , ,59.74,4,569-5,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"36,500",27,12,2012, , ,61.13,6,237,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"31,500",21,12,2012, , ,39.67,11,85,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"24,000",29,12,2012, , ,64.66,3,703,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"37,800",5,12,2012, , ,59.9426,16,766,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"30,500",29,12,2012, , ,79.87,11,703,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"170,000",12,12,2012, , ,239.484,10,108,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"152,294",26,12,2012, , ,238.858,3,108,1,N, 
 ,갑을아파트,11110-68,0595,0000,1997, , , ,"11,000",11,12,2012, , ,30.46,13,595,1,N, 
 ,크래스빌,11110-101,0046,0001,2003, , , ,"55,000",20,12,2012, , ,187.9,1,46-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"46,850",31,12,2012, , ,84.92,12,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,900",28,12,2012, , ,59.92,6,2-1,1,N, 
 ,세종,11110-13,0100,0000,1983, , , ,"42,000",26,12,2012, , ,104.73,4,100,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"42,000",3,12,2012, , ,84.21,3,72,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"56,300",21,12,2012, , ,84.858,11,60,1,N, 
 ,동아,11110-51,0101,0000,1995, , , ,"40,000",27,12,2012, , ,84.28,5,101,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"32,000",17,12,2012, , ,79.87,1,702,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"42,200",21,12,2012, , ,84.92,1,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"33,800",16,12,2012, , ,59.95,15,232,1,N, 
 ,아미레스아파트,11110-24,0045,0005,2002, , , ,"40,000",27,12,2012, , ,84.59,4,45-5,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"32,400",6,12,2012, , ,39.67,8,85,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"59,300",24,12,2012, , ,92.81,16,48-2,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"30,500",21,12,2012, , ,79.87,11,702,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"95,000",22,12,2012, , ,103.77,16,95,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"74,000",19,12,2012, , ,114.931,10,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"60,000",19,12,2012, , ,84.858,11,60,1,N, 
 ,세종,11110-13,0100,0000,1983, , , ,"75,000",10,12,2012, , ,156.74,9,100,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"58,000",8,12,2012, , ,106.81,7,48-2,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"53,500",13,12,2012, , ,84.9,14,4,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"39,000",1,12,2012, , ,59.9426,4,766,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"53,500",6,12,2012, , ,84.8,20,4,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"32,480",5,12,2012, , ,60,6,82,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"23,000",4,12,2012, , ,46.64,3,55,1,N, 
 ,MID그린(1동),11110-94,0601,0000,2002, , , ,"25,000",7,12,2012, , ,59.55,1,601,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"78,000",22,1,2013, , ,150.94,1,45,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"61,950",30,1,2013, , ,114.9,5,82,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"119,000",20,1,2013, , ,131.44,6,9,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"45,200",30,1,2013, , ,84.9,1,232,1,N, 
 ,브라운스톤창신,11110-2150,0023,0076,2006, , , ,"39,000",30,1,2013, , ,84.81,9,23-76,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"24,500",29,1,2013, , ,48.54,6,55,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"37,000",28,1,2013, , ,61.13,4,237,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"25,200",11,1,2013, , ,54.7,12,702,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"50,000",15,1,2013, , ,84.9478,8,766,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"55,500",25,1,2013, , ,114.7153,1,766,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"35,000",23,1,2013, , ,68.06,14,23-816,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"50,500",11,1,2013, , ,84.9478,12,766,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"49,000",17,1,2013, , ,84.9,20,232,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"34,000",24,1,2013, , ,39.67,15,85,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,400",17,1,2013, , ,54.7,4,702,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"57,000",30,1,2013, , ,84.858,9,60,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"80,500",16,1,2013, , ,133.34,4,72,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"48,400",5,1,2013, , ,84.82,7,72,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"32,500",22,1,2013, , ,40.07,15,85,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"56,500",22,1,2013, , ,84.9,11,4,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"33,000",4,1,2013, , ,39.67,8,85,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"115,000",2,1,2013, , ,153.42,9,9-1,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"157,056",7,1,2013, , ,238.858,4,108,1,N, 
 ,대아파크빌,11110-86,0254,0000,1998, , , ,"23,600",15,1,2013, , ,59.22,9,254,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"59,900",23,2,2013, , ,84.858,11,60,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"156,467",25,2,2013, , ,215.146,10,108,1,N, 
 ,경희궁의아침4단지,11110-117,0073,0000,2004, , , ,"100,000",22,2,2013, , ,150.48,13,73,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"36,700",19,2,2013, , ,60,9,82,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"169,000",14,2,2013, , ,219.775,5,108,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"73,000",18,2,2013, , ,94.51,11,9,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"62,000",22,2,2013, , ,84.858,13,60,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"41,000",28,2,2013, , ,84.91,10,30-6,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"51,000",15,2,2013, , ,84.9478,17,766,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"32,800",15,2,2013, , ,79.87,6,702,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"54,200",26,2,2013, , ,84.9,20,4,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"55,000",17,2,2013, , ,84.858,6,60,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,450",16,2,2013, , ,84.92,3,82,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"89,900",16,2,2013, , ,150.94,4,45,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"41,700",23,2,2013, , ,84.92,1,2-1,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"37,000",19,2,2013, , ,59.92,5,2-1,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"48,000",22,2,2013, , ,84.95,29,76,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"47,990",21,2,2013, , ,84.92,15,82,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"47,000",25,2,2013, , ,84.9,12,232,1,N, 
 ,노블레스빌,11110-80,0155,0001,2002, , , ,"88,000",5,2,2013, , ,220.92,7,155-1,1,N, 
 ,낙원,11110-17,0288,0000,1968, , , ,"40,500",8,2,2013, , ,107.17,8,288,1,N, 
 ,신동아블루아광화문의꿈,11110-2164,0254,0000,2007, , , ,"67,900",26,2,2013, , ,108.95,9,254,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"32,800",18,2,2013, , ,47.43,7,237,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"35,000",18,2,2013, , ,59.95,4,232,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"28,200",22,2,2013, , ,79.87,13,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"28,500",26,2,2013, , ,79.87,15,703,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"47,000",14,2,2013, , ,59.12,18,85,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"34,000",2,2,2013, , ,59.95,2,232,1,N, 
 ,도시그린빌라트18차,11110-1465,0820,0001,1997, , , ,"15,800",17,2,2013, , ,59.76,-1,820-1,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"35,800",4,2,2013, , ,59.95,20,232,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"23,700",13,2,2013, , ,54.7,13,702,1,N, 
 ,아남2,11110-92,0236,0000,1996, , , ,"39,800",6,2,2013, , ,84.9,1,236,1,N, 
