aptDong,aptNm,aptSeq,bonbun,bubun,buildYear,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,excluUseAr,floor,jibun,landCd,landLeaseholdGbn,rgstDate
 ,경희궁의아침2단지,11110-115,0071,0000,2004, , , ,"175,000",15,1,2021, , ,174.55,4,71,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"175,000",9,1,2021, , ,84.907,4,199,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"112,400",2,1,2021, , ,84.92,6,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"86,500",17,1,2021, , ,60,1,82,1,N, 
 ,할리우드파크아파트,11110-2364,0056,0135,2014, , , ,"53,000",30,1,2021, , ,69.94,2,56-135,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"74,000",28,1,2021, , ,79.87,7,703,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"86,500",25,1,2021, , ,84.98,9,48-2,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"109,990",30,1,2021, , ,84.92,9,82,1,N, 
 ,할리우드파크아파트,11110-2364,0056,0135,2014, , , ,"52,000",25,1,2021, , ,75.25,4,56-135,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"92,000",19,1,2021, , ,84.9,5,232,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"102,000",25,1,2021, , ,84.9,6,232,1,N, 
 ,창림,11110-111,0639,0020,1994, , , ,"32,000",26,1,2021, , ,59.67,4,639-20,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"12,000",30,1,2021, , ,15.09,14,318-2,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"67,900",18,1,2021, , ,84.99,5,145-5,1,N, 
 ,현대,11110-90,0082,0000,2000, ,21.02.26,O,"86,470",17,1,2021, , ,60,1,82,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,000",23,1,2021, , ,22.17,7,62-2,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"63,500",29,1,2021, , ,54.7,9,702,1,N, 
 ,엘리시아,11110-2261,0066,0001,2009, , , ,"123,000",12,1,2021, , ,236.07,5,66-1,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"10,800",13,1,2021, , ,15.855,11,1421-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"73,000",21,1,2021, , ,79.87,2,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"64,000",23,1,2021, , ,64.66,4,703,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"83,500",23,1,2021, , ,84.5,9,23-816,1,N, 
 ,대성스카이렉스,11110-2223,0110,0000,2008, , , ,"127,000",25,1,2021, , ,149.8,11,110,1,N, 
 ,경희궁의아침2단지,11110-115,0071,0000,2004, ,21.04.08,O,"175,000",15,1,2021, , ,174.55,4,71,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"160,000",12,1,2021, , ,172.17,8,237,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"74,000",16,1,2021, , ,79.87,14,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"116,000",14,1,2021, , ,84.92,14,82,1,N, 
 ,청운현대,11110-4,0056,0045,2000, , , ,"130,000",14,1,2021, , ,129.76,2,56-45,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"67,500",16,1,2021, , ,64.66,7,703,1,N, 
 ,경희궁롯데캐슬,11110-2519,0089,0000,2019, , , ,"135,000",22,1,2021, , ,59.6737,13,89,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"190,000",7,1,2021, , ,84.836,7,233,1,N, 
 ,광화문스페이스본(106동),11110-2204,0009,0001,2008, , , ,"150,000",7,1,2021, , ,144.52,6,9-1,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"29,500",26,1,2021, , ,45.5,4,55,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, ,21.04.14,O,"175,000",9,1,2021, , ,84.907,4,199,1,N, 
 ,명륜동주상복합아남아파트,11110-26,0237,0000,1999, , , ,"160,000",22,1,2021, , ,172.17,8,237,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"110,000",12,1,2021, , ,84.9,7,4,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"120,000",27,1,2021, , ,114.931,9,60,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"81,000",14,1,2021, , ,59.92,3,2-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"89,970",9,1,2021, , ,60,4,82,1,N, 
 ,경희궁롯데캐슬,11110-2519,0089,0000,2019, , , ,"138,000",15,1,2021, , ,59.6737,4,89,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"70,000",9,1,2021, , ,84.93,6,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"61,500",27,1,2021, , ,54.7,8,703,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"16,000",23,1,2021, , ,30.28,1,41-1,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"84,000",11,1,2021, , ,59.9426,8,766,1,N, 
 ,현대,11110-90,0082,0000,2000, ,21.04.13,O,"112,400",2,1,2021, , ,84.92,6,82,1,N, 
 ,인왕산2차아이파크,11110-2417,0088,0000,2015, , , ,"125,000",9,1,2021, , ,84.0283,4,88,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, ,21.04.19,O,"180,000",17,1,2021, , ,123.13,13,72,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"29,800",7,1,2021, , ,45.5,5,55,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"107,750",4,1,2021, , ,111.73,5,76,1,N, 
 ,경희궁자이(4단지),11110-2464,0126,0000,2017, , , ,"114,000",16,1,2021, , ,45.879,17,126,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"88,000",2,1,2021, , ,115.53,2,703,1,N, 
 ,송림아마레스아파트,11110-127,0002,0012,2003, , , ,"63,000",15,1,2021, , ,84.62,1,2-12,1,N, 
 ,일우,11110-130,0602,0000,2002, , , ,"31,000",18,1,2021, , ,59.3,4,602,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"65,000",2,1,2021, , ,64.66,14,703,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"130,000",28,2,2021, , ,84.858,13,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"144,000",28,2,2021, , ,84.858,13,60,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"98,000",27,2,2021, , ,59.92,8,2-1,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"185,000",24,2,2021, , ,84.836,21,199,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"120,000",27,2,2021, , ,84.858,2,60,1,N, 
 ,경희궁롯데캐슬,11110-2519,0089,0000,2019, , , ,"151,000",25,2,2021, , ,84.8792,1,89,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"124,950",20,2,2021, , ,84.92,10,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"120,000",20,2,2021, , ,84.858,2,60,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"140,000",20,2,2021, , ,114.931,11,60,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"185,000",15,2,2021, , ,84.836,17,233,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"64,000",28,2,2021, , ,54.7,10,702,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"74,800",22,2,2021, , ,68.06,6,23-816,1,N, 
 ,경희궁자이(4단지),11110-2464,0126,0000,2017, , , ,"89,500",20,2,2021, , ,37.2635,11,126,1,N, 
 ,로얄팰리스스위트,11110-205,0085,0000,2005, , , ,"74,000",24,2,2021, , ,83.26,13,85,1,N, 
 ,인왕산2차아이파크,11110-2417,0088,0000,2015, , , ,"126,000",19,2,2021, , ,84.4541,12,88,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"54,000",9,2,2021, , ,59.97,10,596,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"105,000",10,2,2021, , ,133.34,5,72,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, ,21.05.25,O,"32,000",18,2,2021, , ,46.64,3,55,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"23,000",16,2,2021, , ,45.39,1,41-1,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"87,500",22,2,2021, , ,84.64,7,48-2,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"119,960",13,2,2021, , ,84.92,4,82,1,N, 
 ,부암스카이뷰,11110-150,0218,0001,2004, , , ,"50,000",10,2,2021, , ,81.08,5,218-1,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"155,000",6,2,2021, , ,126.34,1,9,1,N, 
 ,경희궁롯데캐슬,11110-2519,0089,0000,2019, , , ,"163,000",16,2,2021, , ,84.8792,5,89,1,N, 
 ,경희궁자이(4단지),11110-2464,0126,0000,2017, , , ,"85,500",5,2,2021, , ,37.2635,2,126,1,N, 
 ,동문(482-0),11110-132,0482,0000,2002, , , ,"36,000",27,2,2021, , ,60,-1,482,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, ,21.03.12,O,"54,000",28,2,2021, , ,54.7,10,702,1,N, 
 ,경희궁자이(4단지),11110-2464,0126,0000,2017, , , ,"85,900",6,2,2021, , ,37.2635,8,126,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"92,400",6,2,2021, , ,59.9426,6,766,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"104,000",4,2,2021, , ,84.9478,14,766,1,N, 
 ,형우럭스빌(33-1),11110-2073,0033,0001,2005, , , ,"44,000",9,2,2021, , ,91.87,5,33-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"119,950",2,2,2021, , ,84.92,15,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"68,000",6,2,2021, , ,64.66,8,703,1,N, 
 ,경희궁의아침4단지,11110-117,0073,0000,2004, , , ,"169,000",17,2,2021, , ,124.17,8,73,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"77,800",4,2,2021, , ,79.87,14,703,1,N, 
 ,CS타워,11110-2291,0062,0002,2011, , , ,"15,000",5,2,2021, , ,22.17,13,62-2,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"66,500",1,2,2021, , ,54.7,4,702,1,N, 
 ,롯데낙천대,11110-71,0072,0000,2001, , , ,"108,000",10,2,2021, , ,110.53,8,72,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"79,400",2,2,2021, , ,79.87,6,702,1,N, 
 ,밀레니엄,11110-2292,0179,0005,2017, , , ,"74,000",1,2,2021, , ,108.18,3,179-5,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"139,800",6,3,2021, , ,84.858,8,60,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"134,000",6,3,2021, , ,95.88,5,9,1,N, 
 ,덕산,11110-29,0639,0050,1999, , , ,"53,000",25,3,2021, , ,59.28,4,639-50,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"144,000",13,3,2021, , ,108.07,5,9,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"79,500",26,3,2021, , ,59.95,14,232,1,N, 
 ,동문A,11110-208,0545,0000,1996, , , ,"31,000",23,3,2021, , ,59,2,545,1,N, 
 ,덕산,11110-29,0639,0050,1999, ,21.05.24,O,"53,000",25,3,2021, , ,59.28,4,639-50,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"109,250",31,3,2021, , ,84.9,9,4,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"50,000",19,3,2021, , ,84.98,1,596,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"63,300",20,3,2021, , ,54.7,4,703,1,N, 
 ,부암스카이뷰,11110-150,0218,0001,2004, , , ,"48,500",19,3,2021, , ,81,5,218-1,1,N, 
 ,송림아마레스아파트,11110-127,0002,0012,2003, , , ,"48,000",17,3,2021, , ,53.42,6,2-12,1,N, 
 ,밀레니엄,11110-2292,0179,0005,2017, , , ,"65,000",13,3,2021, , ,84.41,3,179-5,1,N, 
 ,엘리시아,11110-2261,0066,0001,2009, , , ,"125,000",10,3,2021, , ,213.07,2,66-1,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"30,000",29,3,2021, , ,46.64,4,55,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"192,000",31,3,2021, , ,84.836,15,199,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, ,21.05.03,O,"144,000",13,3,2021, , ,108.07,5,9,1,N, 
 ,포레스트힐시티,11110-2440,0065,0002,2017, , , ,"26,000",15,3,2021, , ,22.0584,11,65-2,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"104,500",12,3,2021, , ,84.95,20,76,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"220,000",8,3,2021, , ,101.991,6,199,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"98,500",15,3,2021, , ,106.62,12,702,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"86,500",26,3,2021, , ,79.87,13,702,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"160,000",11,3,2021, , ,59.855,13,199,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, ,21.05.28,O,"134,500",6,3,2021, , ,95.88,5,9,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"12,250",28,3,2021, , ,15.09,12,318-2,1,N, 
 ,구암하이빌,11110-89,0105,0022,2002, , , ,"45,000",1,3,2021, , ,84.94,3,105-22,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"80,000",17,3,2021, , ,79.87,7,703,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"78,000",5,3,2021, , ,84.98,8,48-2,1,N, 
 ,엘리시아,11110-2261,0066,0001,2009, , , ,"120,000",23,3,2021, , ,200.19,1,66-1,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"68,500",13,3,2021, , ,54.7,10,702,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"66,000",1,3,2021, , ,64.66,4,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"89,700",1,3,2021, , ,106.62,11,703,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"51,500",25,3,2021, , ,59.82,2,145-5,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"107,500",17,3,2021, , ,84.9,19,4,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"155,000",3,3,2021, , ,158.99,7,9,1,N, 
 ,종로유케이201,11110-2334,0201,0011,2013, , , ,"11,000",15,3,2021, , ,12.01,12,201-11,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"25,000",24,3,2021, , ,45.5,3,55,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"184,000",20,3,2021, , ,159.01,5,9,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, ,21.08.20,O,"139,800",6,3,2021, , ,84.858,8,60,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"26,000",22,3,2021, , ,36.08,6,55,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"165,000",6,3,2021, , ,157.289,7,60,1,N, 
 ,종로동광모닝스카이,11110-2343,1421,0001,2013, , , ,"11,450",11,3,2021, , ,15.855,12,1421-1,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"144,950",11,3,2021, , ,114.9,19,82,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"151,000",18,3,2021, , ,59.755,2,233,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"7,500",11,3,2021, , ,19.27,1,41-1,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"33,000",11,3,2021, , ,48.54,6,55,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"175,000",7,3,2021, , ,84.934,4,199,1,N, 
 ,렉스빌,11110-973,0019,0000,2006, , , ,"91,000",3,3,2021, , ,107.94,7,19,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"172,000",26,4,2021, , ,84.944,2,199,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"175,000",7,4,2021, , ,147.62,5,95,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, ,21.07.27,O,"172,000",26,4,2021, , ,84.944,2,199,1,N, 
 ,대성스카이렉스,11110-2223,0110,0000,2008, , , ,"124,000",30,4,2021, , ,149.8,7,110,1,N, 
 ,롯데캐슬천지인,11110-152,0076,0000,2004, , , ,"119,500",27,4,2021, , ,112.54,25,76,1,N, 
 ,경희궁자이(4단지),11110-2464,0126,0000,2017, , , ,"88,000",26,4,2021, , ,37.2635,14,126,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"170,000",27,4,2021, , ,151.81,3,9,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"123,460",24,4,2021, , ,84.92,18,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"84,000",24,4,2021, , ,79.87,12,703,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"75,700",24,4,2021, , ,84.93,5,596,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"54,900",24,4,2021, , ,59.82,5,145-5,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"52,000",17,4,2021, , ,59.97,2,596,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"84,970",17,4,2021, , ,60,13,82,1,N, 
 ,일성빌라트,11110-77,0145,0005,1996, , , ,"76,500",20,4,2021, , ,84.99,1,145-5,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"75,300",15,4,2021, , ,84.93,13,596,1,N, 
 ,세종아파트,11110-2082,0056,0000,2005, , , ,"93,500",25,4,2021, , ,111.31,5,56,1,N, 
 ,경희궁의아침3단지,11110-116,0072,0000,2004, , , ,"189,000",19,4,2021, , ,174.55,2,72,1,N, 
 ,도시그린빌라,11110-44,0181,0121,1997, , , ,"20,000",7,4,2021, , ,44.4,4,181-121,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"140,000",19,4,2021, , ,94.51,5,9,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"170,000",28,4,2021, , ,158.99,8,9,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"12,000",27,4,2021, , ,16.67,4,296-19,1,N, 
 ,창신쌍용1,11110-37,0702,0000,1992, , , ,"69,800",20,4,2021, , ,54.7,4,702,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"165,000",1,4,2021, , ,114.931,16,60,1,N, 
 ,창신이수,11110-42,0023,0816,2003, ,21.05.19,O,"84,800",27,4,2021, , ,84.5,5,23-816,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"180,000",17,4,2021, , ,84.907,18,199,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"193,000",19,4,2021, , ,84.614,19,233,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"91,900",17,4,2021, , ,59.9426,4,766,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, , , ,"183,000",2,4,2021, , ,146.39,10,95,1,N, 
 ,경희궁파크팰리스,11110-107,0095,0000,2003, ,21.06.30,O,"175,000",7,4,2021, , ,147.62,5,95,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"146,000",7,4,2021, , ,114.9,17,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"64,800",2,4,2021, , ,64.66,2,703,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"134,000",10,4,2021, , ,94.51,4,9,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"140,000",22,4,2021, , ,150.83,3,45,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"12,200",21,4,2021, , ,15.09,10,318-2,1,N, 
 ,삼전솔하임4차,11110-2368,0318,0002,2014, , , ,"13,000",2,4,2021, , ,15.09,14,318-2,1,N, 
 ,디팰리스,11110-2539,0171,0000,2020, , , ,"375,000",14,4,2021, , ,158.324,14,171,1,N, 
 ,인왕산2차아이파크,11110-2417,0088,0000,2015, , , ,"127,000",12,4,2021, , ,84.2395,3,88,1,N, 
 ,효자,11110-204,0005,0001,1999, , , ,"29,000",1,4,2021, , ,61.49,3,5-1,1,N, 
 ,인왕산2차아이파크,11110-2417,0088,0000,2015, , , ,"145,000",3,4,2021, , ,112.8144,5,88,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"175,000",3,4,2021, , ,215.146,9,108,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"175,000",10,4,2021, , ,84.836,8,199,1,N, 
 ,송림아마레스아파트,11110-121,0009,0001,2004, , , ,"47,500",15,4,2021, , ,84.42,5,9-1,1,N, 
 ,운현신화타워,11110-16,0030,0006,1998, , , ,"85,000",1,4,2021, , ,100.77,6,30-6,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"23,000",1,4,2021, , ,28.1,7,55,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"64,900",28,5,2021, , ,54.7,11,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"61,000",31,5,2021, , ,54.7,2,703,1,N, 
 ,두산,11110-34,0232,0000,1999, , , ,"79,500",25,5,2021, , ,59.95,2,232,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"21,500",28,5,2021, , ,30.28,3,41-1,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"62,900",22,5,2021, , ,54.7,2,703,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"126,990",21,5,2021, , ,84.92,14,82,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"129,000",24,5,2021, , ,84.858,1,60,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"68,800",26,5,2021, , ,64.66,12,703,1,N, 
 ,삼성,11110-73,0596,0000,1998, , , ,"74,500",23,5,2021, , ,84.93,12,596,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"197,000",15,5,2021, , ,84.836,16,233,1,N, 
 ,벽산블루밍평창힐스,11110-146,0045,0000,2004, , , ,"155,000",29,5,2021, , ,210.53,4,45,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"115,000",23,5,2021, , ,59.993,6,60,1,N, 
 ,롯데캐슬로잔,11110-2246,0108,0000,2009, , , ,"210,000",28,5,2021, , ,238.858,5,108,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"123,000",14,5,2021, , ,84.9,13,4,1,N, 
 ,아남1,11110-25,0004,0000,1995, , , ,"120,000",10,5,2021, , ,84.9,11,4,1,N, 
 ,대성스카이렉스,11110-2223,0110,0000,2008, , , ,"80,000",8,5,2021, , ,116.03,14,110,1,N, 
 ,숭인모범102동,11110-138,0569,0005,2000, , , ,"36,000",21,5,2021, , ,59.74,6,569-5,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"77,500",8,5,2021, , ,79.87,12,703,1,N, 
 ,신문로맨션,11110-15,0238,0000,1981, , , ,"78,000",16,5,2021, , ,91.53,9,238,1,N, 
 ,인왕산아이파크,11110-2212,0060,0000,2008, , , ,"142,000",1,5,2021, , ,84.858,11,60,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"160,000",19,5,2021, , ,59.471,5,233,1,N, 
 ,효자,11110-204,0005,0001,1999, , , ,"32,000",13,5,2021, , ,61.49,3,5-1,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"157,000",14,5,2021, , ,59.855,14,233,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"30,000",24,5,2021, , ,45.5,8,55,1,N, 
 ,경희궁자이(2단지),11110-2445,0199,0000,2017, , , ,"185,000",8,5,2021, , ,84.614,8,199,1,N, 
 ,광화문스페이스본(101동~105동),11110-2203,0009,0000,2008, , , ,"177,700",24,5,2021, , ,151.81,8,9,1,N, 
 ,경희궁자이(3단지),11110-2446,0233,0000,2017, , , ,"240,000",11,5,2021, , ,116.938,7,233,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"31,700",3,5,2021, , ,46.64,5,55,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"29,000",19,5,2021, , ,43.98,7,55,1,N, 
 ,창신이수,11110-42,0023,0816,2003, , , ,"84,800",19,5,2021, , ,84.5,5,23-816,1,N, 
 ,버넷하임1,11110-2336,1421,0000,2013, , , ,"12,000",17,5,2021, , ,17.96,14,1421,1,N, 
 ,종로청계힐스테이트,11110-2234,0766,0000,2009, , , ,"110,000",8,5,2021, , ,114.7153,5,766,1,N, 
 ,현대뜨레비앙,11110-102,0055,0000,2003, , , ,"26,100",9,5,2021, , ,36.08,8,55,1,N, 
 ,대성아파트,11110-52,0041,0001,1971, , , ,"18,000",5,5,2021, , ,30.28,1,41-1,1,N, 
 ,효성쥬얼리시티,11110-2155,0048,0002,2006, , , ,"105,000",25,6,2021, , ,106.81,8,48-2,1,N, 
 ,르트랑시망,11110-2211,0102,0000,2008, , , ,"100,000",25,6,2021, , ,140.49,1,102,1,N, 
 ,종로센트레빌,11110-2224,0002,0001,2008, , , ,"98,000",19,6,2021, , ,59.92,2,2-1,1,N, 
 ,MID그린(6동),11110-99,0601,0007,2002, , , ,"56,500",19,6,2021, , ,59.04,6,601-7,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"98,950",19,6,2021, , ,60,5,82,1,N, 
 ,현대,11110-90,0082,0000,2000, , , ,"94,490",25,6,2021, , ,60,6,82,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"67,000",25,6,2021, , ,54.7,4,703,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"67,800",19,6,2021, , ,54.7,6,703,1,N, 
 ,신현(101동),11110-7,0006,0013,2002, ,21.08.17,O,"80,000",15,6,2021, , ,84.82,1,6-13,1,N, 
 ,삼전솔하임2차,11110-2322,0296,0019,2012, , , ,"11,700",16,6,2021, , ,16.67,10,296-19,1,N, 
 ,창신쌍용2,11110-91,0703,0000,1993, , , ,"69,900",19,6,2021, , ,64.66,7,703,1,N, 
